"date","close","volume","open","high","low"
"2017/11/02","10.9600","66402.0000","11.4800","12.1400","10.7500"
"2017/11/01","11.4600","161609.0000","11.8700","12.4300","11.0101"
"2017/10/31","11.7500","221512.0000","10.2500","12.0000","9.7570"
"2017/10/30","9.9900","85495.0000","9.0000","10.0500","9.0000"
"2017/10/27","8.8300","21159.0000","8.7900","9.2990","8.7500"
"2017/10/26","8.7800","10175.0000","8.9100","8.9100","8.6698"
"2017/10/25","8.9000","34834.0000","8.8800","9.0000","8.2200"
"2017/10/24","8.9590","18610.0000","8.7600","9.1500","8.7500"
"2017/10/23","8.7500","18267.0000","9.1330","9.2400","8.7500"
"2017/10/20","8.9000","78819.0000","9.4000","9.4000","8.4500"
"2017/10/19","9.3000","34522.0000","9.5400","9.7401","9.1000"
"2017/10/18","9.7550","1721.0000","9.9000","9.9000","9.6600"
"2017/10/17","9.6200","26112.0000","9.8087","10.0500","9.5200"
"2017/10/16","9.8599","33045.0000","9.9800","10.2500","9.5500"
"2017/10/13","9.9000","7939.0000","9.9800","10.2500","9.8600"
"2017/10/12","9.9200","32382.0000","10.0000","10.0000","9.5500"
"2017/10/11","9.8000","34222.0000","10.0000","10.2900","9.7700"
"2017/10/10","9.9000","39793.0000","10.3830","11.2200","9.9000"
"2017/10/09","10.2200","31825.0000","10.8114","10.8114","10.1000"
"2017/10/06","10.3000","45200.0000","10.7000","10.7400","10.0101"
"2017/10/05","10.7500","36460.0000","10.8500","11.0000","10.6500"
"2017/10/04","10.6900","24100.0000","10.9900","10.9900","10.5000"
"2017/10/03","11.0200","19414.0000","11.3000","11.4500","10.9462"
"2017/10/02","11.1500","48345.0000","11.3804","11.7800","11.1499"
"2017/09/29","11.8400","17415.0000","11.2700","11.8400","10.4118"
"2017/09/28","11.1400","17656.0000","11.3200","11.3700","11.0000"
"2017/09/27","11.3900","87501.0000","11.2900","11.4000","10.3040"
"2017/09/26","10.4600","40554.0000","10.9900","10.9900","10.1360"
